user_id,username,full_name,email,country,age,signup_date,activity_score
24,sam.kim.24,Sam Kim,sam.kim.24@social.net,IN,46,2015-07-11,0.435
25,sam.nguyen.25,Sam Nguyen,sam.nguyen.25@social.net,SG,44,2020-06-27,0.413
26,avery.nguyen.26,Avery Nguyen,avery.nguyen.26@mail.com,DE,48,2019-09-08,0.412
27,alex.nguyen.27,Alex Nguyen,alex.nguyen.27@mail.com,SG,56,2011-07-01,0.476
28,sam.kim.28,Sam Kim,sam.kim.28@social.net,IN,26,2020-02-04,0.458
29,casey.patel.29,Casey Patel,casey.patel.29@network.io,UK,30,2013-06-22,0.411
30,sam.smith.30,Sam Smith,sam.smith.30@network.io,CA,57,2022-03-15,0.499
31,riley.nguyen.31,Riley Nguyen,riley.nguyen.31@social.net,IN,29,2022-08-27,0.569
32,sam.brown.32,Sam Brown,sam.brown.32@example.com,UK,29,2016-12-07,0.9
33,avery.lee.33,Avery Lee,avery.lee.33@social.net,BR,64,2010-12-08,0.814
34,casey.davis.34,Casey Davis,casey.davis.34@social.net,UK,37,2014-06-27,0.242
35,riley.brown.35,Riley Brown,riley.brown.35@mail.com,IN,30,2015-05-25,0.858
36,taylor.nguyen.36,Taylor Nguyen,taylor.nguyen.36@network.io,SG,64,2024-11-29,0.897
38,riley.lee.38,Riley Lee,riley.lee.38@social.net,DE,41,2018-04-12,0.626
39,avery.brown.39,Avery Brown,avery.brown.39@social.net,BR,19,2020-09-28,0.328
40,jordan.davis.40,Jordan Davis,jordan.davis.40@network.io,CA,28,2014-01-11,0.744
41,avery.davis.41,Avery Davis,avery.davis.41@example.com,UK,42,2012-11-15,0.228
42,riley.patel.42,Riley Patel,riley.patel.42@social.net,DE,51,2010-02-05,0.995
44,alex.brown.44,Alex Brown,alex.brown.44@example.com,AU,63,2011-07-25,0.602
45,jordan.garcia.45,Jordan Garcia,jordan.garcia.45@example.com,DE,39,2016-04-19,0.716
46,morgan.garcia.46,Morgan Garcia,morgan.garcia.46@network.io,US,58,2014-02-24,0.212
47,sam.kim.47,Sam Kim,sam.kim.47@mail.com,SG,22,2017-09-21,0.32
48,taylor.nguyen.48,Taylor Nguyen,taylor.nguyen.48@social.net,DE,54,2024-10-16,0.669
49,sam.smith.49,Sam Smith,sam.smith.49@mail.com,BR,47,2019-01-09,0.875
50,morgan.kim.50,Morgan Kim,morgan.kim.50@example.com,IN,51,2022-10-16,0.577
51,avery.brown.51,Avery Brown,avery.brown.51@example.com,SG,40,2012-01-23,0.318
52,jordan.nguyen.52,Jordan Nguyen,jordan.nguyen.52@network.io,BR,45,2016-10-14,0.879
53,jordan.davis.53,Jordan Davis,jordan.davis.53@example.com,AU,18,2013-02-16,0.681
54,casey.brown.54,Casey Brown,casey.brown.54@social.net,US,24,2014-08-15,0.854
55,taylor.lee.55,Taylor Lee,taylor.lee.55@network.io,US,54,2011-02-22,0.218
56,casey.patel.56,Casey Patel,casey.patel.56@network.io,AU,21,2019-05-19,0.978
57,morgan.lee.57,Morgan Lee,morgan.lee.57@mail.com,CA,29,2023-06-12,0.384
58,jordan.davis.58,Jordan Davis,jordan.davis.58@social.net,DE,63,2013-12-02,0.514
59,taylor.brown.59,Taylor Brown,taylor.brown.59@social.net,UK,60,2011-02-02,0.603
60,jordan.brown.60,Jordan Brown,jordan.brown.60@mail.com,CA,63,2022-06-08,0.729
61,avery.garcia.61,Avery Garcia,avery.garcia.61@example.com,SG,65,2023-07-09,0.298
62,alex.garcia.62,Alex Garcia,alex.garcia.62@mail.com,CA,39,2018-10-09,0.205
63,casey.nguyen.63,Casey Nguyen,casey.nguyen.63@example.com,DE,51,2017-01-01,0.815
64,avery.patel.64,Avery Patel,avery.patel.64@social.net,UK,34,2011-04-10,0.844
65,taylor.lee.65,Taylor Lee,taylor.lee.65@social.net,IN,26,2016-12-06,0.54
66,jordan.nguyen.66,Jordan Nguyen,jordan.nguyen.66@social.net,IN,42,2016-03-15,0.357
67,riley.garcia.67,Riley Garcia,riley.garcia.67@social.net,UK,53,2020-02-04,0.246
68,morgan.garcia.68,Morgan Garcia,morgan.garcia.68@social.net,IN,63,2020-10-24,0.419
69,taylor.brown.69,Taylor Brown,taylor.brown.69@social.net,CA,43,2014-05-10,0.534
70,avery.kim.70,Avery Kim,avery.kim.70@social.net,UK,60,2019-06-11,0.33
71,alex.kim.71,Alex Kim,alex.kim.71@example.com,SG,53,2020-09-23,0.478
72,taylor.nguyen.72,Taylor Nguyen,taylor.nguyen.72@network.io,US,33,2024-12-08,0.701
73,riley.garcia.73,Riley Garcia,riley.garcia.73@example.com,AU,25,2022-01-19,0.468
75,taylor.smith.75,Taylor Smith,taylor.smith.75@mail.com,SG,43,2014-09-15,0.874
76,jordan.kim.76,Jordan Kim,jordan.kim.76@example.com,AU,36,2018-02-15,0.814
77,riley.smith.77,Riley Smith,riley.smith.77@social.net,UK,23,2012-06-08,0.923
78,taylor.garcia.78,Taylor Garcia,taylor.garcia.78@social.net,UK,38,2012-01-18,0.834
79,sam.garcia.79,Sam Garcia,sam.garcia.79@social.net,CA,29,2024-01-13,0.692
80,taylor.kim.80,Taylor Kim,taylor.kim.80@example.com,CA,32,2018-03-22,0.566
81,alex.kim.81,Alex Kim,alex.kim.81@example.com,US,35,2019-02-19,0.286
82,riley.patel.82,Riley Patel,riley.patel.82@mail.com,DE,44,2011-05-01,0.424
83,taylor.garcia.83,Taylor Garcia,taylor.garcia.83@network.io,CA,65,2022-09-21,0.345
84,alex.davis.84,Alex Davis,alex.davis.84@mail.com,BR,29,2024-06-20,0.577
85,alex.nguyen.85,Alex Nguyen,alex.nguyen.85@example.com,SG,35,2010-09-02,0.952
86,taylor.lee.86,Taylor Lee,taylor.lee.86@network.io,CA,48,2013-01-03,0.223
87,riley.patel.87,Riley Patel,riley.patel.87@social.net,UK,32,2024-02-25,0.464
88,morgan.kim.88,Morgan Kim,morgan.kim.88@social.net,UK,47,2024-07-08,0.218
89,casey.brown.89,Casey Brown,casey.brown.89@example.com,IN,36,2018-10-24,0.214
90,morgan.smith.90,Morgan Smith,morgan.smith.90@social.net,AU,28,2011-05-25,0.918
91,avery.brown.91,Avery Brown,avery.brown.91@social.net,DE,57,2017-03-25,0.847
92,avery.garcia.92,Avery Garcia,avery.garcia.92@mail.com,IN,59,2010-08-09,0.81
93,casey.kim.93,Casey Kim,casey.kim.93@social.net,AU,63,2016-08-04,0.297
94,morgan.patel.94,Morgan Patel,morgan.patel.94@social.net,CA,30,2021-02-08,0.538
95,sam.smith.95,Sam Smith,sam.smith.95@social.net,DE,30,2017-04-21,0.385
96,taylor.lee.96,Taylor Lee,taylor.lee.96@social.net,AU,31,2016-10-05,0.618
97,alex.kim.97,Alex Kim,alex.kim.97@example.com,DE,39,2021-10-17,0.807
98,sam.patel.98,Sam Patel,sam.patel.98@network.io,UK,52,2010-05-30,0.785
99,alex.davis.99,Alex Davis,alex.davis.99@mail.com,AU,62,2022-11-13,0.57
100,avery.smith.100,Avery Smith,avery.smith.100@social.net,AU,40,2016-05-28,0.486
101,jordan.patel.101,Jordan Patel,jordan.patel.101@example.com,SG,27,2015-01-27,0.396
102,avery.patel.102,Avery Patel,avery.patel.102@social.net,SG,64,2011-10-30,0.336
103,morgan.patel.103,Morgan Patel,morgan.patel.103@social.net,BR,60,2010-07-20,0.457
104,jordan.smith.104,Jordan Smith,jordan.smith.104@network.io,IN,28,2011-06-18,0.651
105,jordan.lee.105,Jordan Lee,jordan.lee.105@social.net,AU,46,2023-10-07,0.346
106,morgan.patel.106,Morgan Patel,morgan.patel.106@social.net,UK,36,2017-11-04,0.418
107,sam.nguyen.107,Sam Nguyen,sam.nguyen.107@network.io,US,26,2018-06-18,0.308
108,casey.lee.108,Casey Lee,casey.lee.108@mail.com,CA,37,2015-02-07,0.85
109,morgan.garcia.109,Morgan Garcia,morgan.garcia.109@network.io,BR,41,2016-05-01,0.659
110,morgan.smith.110,Morgan Smith,morgan.smith.110@social.net,IN,23,2014-06-28,0.7
111,avery.nguyen.111,Avery Nguyen,avery.nguyen.111@example.com,DE,63,2015-11-01,0.881
112,taylor.lee.112,Taylor Lee,taylor.lee.112@social.net,BR,46,2014-08-30,0.607
113,riley.lee.113,Riley Lee,riley.lee.113@social.net,US,35,2022-12-29,0.841
115,avery.garcia.115,Avery Garcia,avery.garcia.115@mail.com,UK,19,2010-05-15,0.48
116,taylor.nguyen.116,Taylor Nguyen,taylor.nguyen.116@example.com,DE,54,2019-05-21,0.817
117,morgan.smith.117,Morgan Smith,morgan.smith.117@social.net,UK,51,2015-06-25,0.873
118,sam.brown.118,Sam Brown,sam.brown.118@social.net,BR,55,2013-11-29,0.481
119,taylor.smith.119,Taylor Smith,taylor.smith.119@mail.com,BR,55,2024-04-14,0.584
120,alex.garcia.120,Alex Garcia,alex.garcia.120@mail.com,AU,49,2019-04-07,0.816
121,avery.smith.121,Avery Smith,avery.smith.121@social.net,DE,31,2016-05-21,0.482
122,sam.kim.122,Sam Kim,sam.kim.122@network.io,IN,49,2020-05-20,0.684
123,alex.patel.123,Alex Patel,alex.patel.123@social.net,CA,49,2011-08-31,0.387
124,jordan.lee.124,Jordan Lee,jordan.lee.124@social.net,BR,38,2010-04-10,0.877
125,taylor.nguyen.125,Taylor Nguyen,taylor.nguyen.125@network.io,IN,38,2019-07-11,0.973
126,sam.brown.126,Sam Brown,sam.brown.126@social.net,UK,32,2014-02-18,0.626
127,riley.smith.127,Riley Smith,riley.smith.127@example.com,AU,40,2021-11-28,0.865
128,casey.brown.128,Casey Brown,casey.brown.128@network.io,IN,33,2012-01-25,0.461
129,morgan.lee.129,Morgan Lee,morgan.lee.129@example.com,CA,47,2023-03-26,0.939
130,casey.garcia.130,Casey Garcia,casey.garcia.130@mail.com,SG,40,2016-09-20,0.793
131,casey.davis.131,Casey Davis,casey.davis.131@network.io,US,44,2015-06-29,0.778
132,alex.davis.132,Alex Davis,alex.davis.132@example.com,UK,41,2021-02-19,0.255
133,avery.garcia.133,Avery Garcia,avery.garcia.133@example.com,UK,62,2022-11-11,0.841
134,alex.patel.134,Alex Patel,alex.patel.134@mail.com,BR,42,2012-06-29,0.709
135,taylor.davis.135,Taylor Davis,taylor.davis.135@social.net,SG,30,2023-01-25,0.768
136,sam.davis.136,Sam Davis,sam.davis.136@mail.com,AU,64,2017-07-17,0.587
137,taylor.nguyen.137,Taylor Nguyen,taylor.nguyen.137@example.com,US,51,2011-04-25,0.443
138,jordan.nguyen.138,Jordan Nguyen,jordan.nguyen.138@example.com,BR,34,2023-11-15,0.298
139,sam.patel.139,Sam Patel,sam.patel.139@network.io,DE,30,2017-08-11,0.802
140,avery.brown.140,Avery Brown,avery.brown.140@mail.com,AU,38,2015-03-28,0.479
141,sam.nguyen.141,Sam Nguyen,sam.nguyen.141@example.com,IN,37,2018-01-06,0.833
142,riley.patel.142,Riley Patel,riley.patel.142@mail.com,UK,39,2017-04-12,0.47
143,sam.smith.143,Sam Smith,sam.smith.143@mail.com,SG,55,2016-09-13,0.588
144,casey.lee.144,Casey Lee,casey.lee.144@social.net,US,48,2012-06-07,0.746
145,casey.davis.145,Casey Davis,casey.davis.145@mail.com,UK,19,2023-01-21,0.852
146,taylor.kim.146,Taylor Kim,taylor.kim.146@example.com,SG,22,2015-06-01,0.752
147,avery.kim.147,Avery Kim,avery.kim.147@mail.com,SG,53,2022-12-03,0.293
148,sam.smith.148,Sam Smith,sam.smith.148@network.io,SG,31,2018-04-15,0.378
149,jordan.lee.149,Jordan Lee,jordan.lee.149@social.net,US,57,2011-04-13,0.291
150,casey.kim.150,Casey Kim,casey.kim.150@example.com,DE,37,2020-06-20,0.955
151,avery.smith.151,Avery Smith,avery.smith.151@network.io,UK,35,2022-07-09,0.621
152,sam.smith.152,Sam Smith,sam.smith.152@network.io,SG,34,2018-09-04,0.792
153,morgan.patel.153,Morgan Patel,morgan.patel.153@mail.com,AU,43,2014-09-04,0.264
154,alex.garcia.154,Alex Garcia,alex.garcia.154@social.net,IN,59,2024-10-17,0.452
155,alex.smith.155,Alex Smith,alex.smith.155@mail.com,IN,62,2010-06-23,0.35
156,alex.davis.156,Alex Davis,alex.davis.156@example.com,AU,47,2020-09-23,0.242
157,casey.lee.157,Casey Lee,casey.lee.157@network.io,BR,63,2024-12-18,0.447
158,alex.garcia.158,Alex Garcia,alex.garcia.158@example.com,AU,57,2013-03-16,0.888
159,sam.brown.159,Sam Brown,sam.brown.159@social.net,BR,36,2010-01-31,0.461
160,morgan.davis.160,Morgan Davis,morgan.davis.160@social.net,US,30,2014-06-11,0.741
161,sam.patel.161,Sam Patel,sam.patel.161@social.net,AU,31,2023-06-20,0.223
162,morgan.nguyen.162,Morgan Nguyen,morgan.nguyen.162@mail.com,DE,44,2012-12-23,0.586
163,morgan.davis.163,Morgan Davis,morgan.davis.163@example.com,UK,49,2022-01-10,0.575
164,alex.nguyen.164,Alex Nguyen,alex.nguyen.164@network.io,UK,26,2015-01-10,0.917
165,taylor.smith.165,Taylor Smith,taylor.smith.165@example.com,IN,27,2017-10-10,0.756
166,riley.garcia.166,Riley Garcia,riley.garcia.166@example.com,BR,54,2022-11-02,0.404
167,alex.smith.167,Alex Smith,alex.smith.167@network.io,IN,59,2012-01-19,0.739
168,morgan.patel.168,Morgan Patel,morgan.patel.168@social.net,AU,62,2013-10-09,0.216
169,casey.garcia.169,Casey Garcia,casey.garcia.169@example.com,DE,58,2017-01-13,0.639
170,morgan.patel.170,Morgan Patel,morgan.patel.170@example.com,US,53,2016-09-26,0.304
171,jordan.lee.171,Jordan Lee,jordan.lee.171@mail.com,AU,19,2016-05-17,0.351
172,casey.lee.172,Casey Lee,casey.lee.172@network.io,UK,52,2024-05-15,0.819
173,alex.brown.173,Alex Brown,alex.brown.173@example.com,US,33,2016-06-05,0.268
174,taylor.smith.174,Taylor Smith,taylor.smith.174@social.net,US,19,2020-09-05,0.502
175,riley.garcia.175,Riley Garcia,riley.garcia.175@mail.com,DE,62,2015-08-24,0.4
176,riley.smith.176,Riley Smith,riley.smith.176@example.com,US,40,2023-06-22,0.463
177,casey.patel.177,Casey Patel,casey.patel.177@network.io,AU,36,2012-04-26,0.549
178,taylor.garcia.178,Taylor Garcia,taylor.garcia.178@social.net,BR,64,2016-03-13,0.522
179,taylor.lee.179,Taylor Lee,taylor.lee.179@example.com,UK,35,2021-01-14,0.646
180,sam.garcia.180,Sam Garcia,sam.garcia.180@network.io,UK,20,2016-11-12,0.223
181,casey.brown.181,Casey Brown,casey.brown.181@social.net,IN,43,2014-03-25,0.88
182,sam.garcia.182,Sam Garcia,sam.garcia.182@social.net,IN,52,2011-09-22,0.977
183,taylor.smith.183,Taylor Smith,taylor.smith.183@mail.com,CA,41,2014-04-02,0.906
184,avery.patel.184,Avery Patel,avery.patel.184@example.com,SG,41,2013-11-12,0.475
185,morgan.brown.185,Morgan Brown,morgan.brown.185@example.com,SG,33,2020-01-01,0.797
186,taylor.garcia.186,Taylor Garcia,taylor.garcia.186@mail.com,BR,54,2020-06-21,0.945
187,jordan.garcia.187,Jordan Garcia,jordan.garcia.187@social.net,CA,58,2015-12-16,0.871
188,jordan.kim.188,Jordan Kim,jordan.kim.188@example.com,BR,45,2024-10-16,0.813
189,alex.smith.189,Alex Smith,alex.smith.189@social.net,AU,54,2017-03-07,0.385
190,riley.nguyen.190,Riley Nguyen,riley.nguyen.190@mail.com,AU,22,2011-10-22,0.884
191,jordan.garcia.191,Jordan Garcia,jordan.garcia.191@social.net,IN,31,2022-05-10,0.267
192,casey.kim.192,Casey Kim,casey.kim.192@example.com,BR,44,2023-01-08,0.604
193,casey.patel.193,Casey Patel,casey.patel.193@mail.com,CA,23,2011-09-16,0.218
194,casey.davis.194,Casey Davis,casey.davis.194@network.io,AU,42,2011-10-15,0.767
195,avery.smith.195,Avery Smith,avery.smith.195@mail.com,SG,21,2019-05-04,0.757
196,casey.nguyen.196,Casey Nguyen,casey.nguyen.196@social.net,CA,22,2024-04-22,0.27
197,sam.garcia.197,Sam Garcia,sam.garcia.197@mail.com,DE,24,2019-05-09,0.549
198,alex.patel.198,Alex Patel,alex.patel.198@network.io,DE,57,2013-04-03,0.809
199,sam.brown.199,Sam Brown,sam.brown.199@example.com,CA,56,2015-04-19,0.72
200,casey.patel.200,Casey Patel,casey.patel.200@social.net,CA,57,2021-11-22,0.589
201,casey.lee.201,Casey Lee,casey.lee.201@example.com,AU,54,2020-02-10,0.445
202,morgan.lee.202,Morgan Lee,morgan.lee.202@social.net,CA,40,2011-06-21,0.281
203,jordan.kim.203,Jordan Kim,jordan.kim.203@social.net,BR,46,2011-07-28,0.464
204,alex.lee.204,Alex Lee,alex.lee.204@network.io,CA,64,2011-06-22,0.553
205,avery.brown.205,Avery Brown,avery.brown.205@example.com,US,48,2017-10-25,0.896
206,morgan.davis.206,Morgan Davis,morgan.davis.206@mail.com,AU,61,2020-05-12,0.283
207,riley.kim.207,Riley Kim,riley.kim.207@social.net,SG,28,2022-02-21,0.207
208,morgan.lee.208,Morgan Lee,morgan.lee.208@mail.com,US,60,2022-08-11,0.255
211,morgan.lee.211,Morgan Lee,morgan.lee.211@mail.com,UK,59,2024-08-19,0.985
212,casey.kim.212,Casey Kim,casey.kim.212@social.net,DE,39,2024-11-06,0.374
213,alex.brown.213,Alex Brown,alex.brown.213@example.com,AU,57,2018-05-08,0.802
214,avery.kim.214,Avery Kim,avery.kim.214@social.net,BR,42,2018-03-18,0.846
216,sam.smith.216,Sam Smith,sam.smith.216@social.net,US,26,2014-06-11,0.735
217,alex.nguyen.217,Alex Nguyen,alex.nguyen.217@social.net,UK,49,2023-05-19,0.724
218,taylor.nguyen.218,Taylor Nguyen,taylor.nguyen.218@social.net,US,55,2022-09-18,0.586
219,morgan.patel.219,Morgan Patel,morgan.patel.219@mail.com,AU,52,2010-11-03,0.86
220,casey.lee.220,Casey Lee,casey.lee.220@social.net,UK,41,2017-09-11,0.879
221,morgan.brown.221,Morgan Brown,morgan.brown.221@social.net,US,26,2015-08-29,0.571
222,riley.garcia.222,Riley Garcia,riley.garcia.222@mail.com,US,32,2017-03-13,0.912
223,morgan.davis.223,Morgan Davis,morgan.davis.223@network.io,UK,51,2020-11-07,0.988
224,sam.nguyen.224,Sam Nguyen,sam.nguyen.224@social.net,US,53,2014-05-16,0.506
225,taylor.patel.225,Taylor Patel,taylor.patel.225@social.net,BR,24,2017-09-13,0.208
226,casey.patel.226,Casey Patel,casey.patel.226@social.net,AU,64,2012-09-19,0.34
227,alex.patel.227,Alex Patel,alex.patel.227@example.com,UK,37,2023-10-26,0.977
228,jordan.brown.228,Jordan Brown,jordan.brown.228@example.com,CA,37,2023-05-06,0.215
229,avery.brown.229,Avery Brown,avery.brown.229@network.io,BR,41,2013-12-03,0.621
230,avery.brown.230,Avery Brown,avery.brown.230@example.com,AU,49,2024-08-18,0.472
231,taylor.garcia.231,Taylor Garcia,taylor.garcia.231@network.io,UK,55,2023-08-07,0.432
232,jordan.davis.232,Jordan Davis,jordan.davis.232@network.io,US,20,2019-05-23,0.835
233,sam.brown.233,Sam Brown,sam.brown.233@network.io,CA,29,2017-03-06,0.897
234,casey.nguyen.234,Casey Nguyen,casey.nguyen.234@mail.com,SG,35,2017-03-01,0.423
235,sam.smith.235,Sam Smith,sam.smith.235@mail.com,CA,20,2024-11-09,0.337
236,riley.davis.236,Riley Davis,riley.davis.236@network.io,BR,48,2010-12-02,0.707
237,morgan.brown.237,Morgan Brown,morgan.brown.237@example.com,DE,29,2020-12-29,0.979
238,riley.davis.238,Riley Davis,riley.davis.238@example.com,DE,34,2024-01-11,0.562
239,alex.kim.239,Alex Kim,alex.kim.239@network.io,UK,46,2012-08-17,0.555
240,alex.davis.240,Alex Davis,alex.davis.240@social.net,UK,27,2017-01-13,0.3
241,alex.smith.241,Alex Smith,alex.smith.241@network.io,SG,65,2020-03-23,0.701
242,alex.kim.242,Alex Kim,alex.kim.242@network.io,CA,47,2012-04-21,0.439
243,riley.lee.243,Riley Lee,riley.lee.243@social.net,BR,34,2012-02-05,0.477
244,avery.nguyen.244,Avery Nguyen,avery.nguyen.244@network.io,SG,23,2011-07-29,0.767
245,alex.brown.245,Alex Brown,alex.brown.245@network.io,UK,28,2012-08-31,0.534
246,riley.davis.246,Riley Davis,riley.davis.246@social.net,US,21,2020-07-22,0.608
247,riley.smith.247,Riley Smith,riley.smith.247@example.com,SG,18,2019-12-08,0.827
248,casey.davis.248,Casey Davis,casey.davis.248@example.com,BR,33,2012-12-22,0.233
249,avery.nguyen.249,Avery Nguyen,avery.nguyen.249@social.net,IN,60,2024-02-21,0.637
250,jordan.kim.250,Jordan Kim,jordan.kim.250@mail.com,DE,38,2024-11-30,0.354
251,avery.davis.251,Avery Davis,avery.davis.251@example.com,IN,50,2015-03-08,0.617
252,jordan.patel.252,Jordan Patel,jordan.patel.252@social.net,SG,65,2014-06-17,0.273
253,riley.davis.253,Riley Davis,riley.davis.253@network.io,AU,60,2023-03-09,0.582
254,sam.kim.254,Sam Kim,sam.kim.254@network.io,SG,61,2021-04-01,0.237
255,casey.lee.255,Casey Lee,casey.lee.255@example.com,US,25,2017-03-19,0.277
256,taylor.smith.256,Taylor Smith,taylor.smith.256@mail.com,BR,65,2017-02-12,0.884
257,casey.garcia.257,Casey Garcia,casey.garcia.257@example.com,AU,51,2020-04-04,0.82
258,casey.brown.258,Casey Brown,casey.brown.258@example.com,SG,40,2021-01-01,0.623
259,morgan.davis.259,Morgan Davis,morgan.davis.259@social.net,AU,33,2024-08-13,0.96
260,morgan.davis.260,Morgan Davis,morgan.davis.260@mail.com,SG,42,2010-11-04,0.518
261,alex.garcia.261,Alex Garcia,alex.garcia.261@mail.com,AU,54,2012-01-23,0.957
262,jordan.garcia.262,Jordan Garcia,jordan.garcia.262@social.net,AU,46,2021-04-10,0.244
263,jordan.lee.263,Jordan Lee,jordan.lee.263@network.io,CA,29,2021-08-27,0.773
264,morgan.garcia.264,Morgan Garcia,morgan.garcia.264@network.io,SG,31,2023-12-30,0.529
265,riley.kim.265,Riley Kim,riley.kim.265@social.net,SG,35,2019-07-24,0.216
266,jordan.smith.266,Jordan Smith,jordan.smith.266@social.net,AU,41,2017-12-20,0.841
267,sam.kim.267,Sam Kim,sam.kim.267@example.com,UK,30,2012-12-24,0.903
268,sam.garcia.268,Sam Garcia,sam.garcia.268@network.io,DE,36,2013-08-30,0.954
269,riley.kim.269,Riley Kim,riley.kim.269@example.com,CA,48,2019-10-11,0.976
270,jordan.lee.270,Jordan Lee,jordan.lee.270@example.com,UK,38,2013-04-28,0.977
271,jordan.lee.271,Jordan Lee,jordan.lee.271@social.net,US,30,2010-05-24,0.87
272,taylor.davis.272,Taylor Davis,taylor.davis.272@example.com,AU,18,2013-12-10,0.704
273,morgan.lee.273,Morgan Lee,morgan.lee.273@network.io,US,41,2010-05-06,0.667
274,alex.patel.274,Alex Patel,alex.patel.274@network.io,US,32,2010-04-01,0.4
275,avery.patel.275,Avery Patel,avery.patel.275@social.net,BR,30,2010-06-09,0.398
276,alex.davis.276,Alex Davis,alex.davis.276@social.net,AU,28,2019-06-02,0.698
277,jordan.patel.277,Jordan Patel,jordan.patel.277@social.net,AU,22,2024-01-05,0.373
278,avery.nguyen.278,Avery Nguyen,avery.nguyen.278@social.net,AU,38,2022-04-07,0.282
279,riley.lee.279,Riley Lee,riley.lee.279@mail.com,DE,53,2018-05-26,0.965
280,morgan.smith.280,Morgan Smith,morgan.smith.280@example.com,CA,36,2015-04-23,0.455
281,sam.smith.281,Sam Smith,sam.smith.281@network.io,BR,52,2011-03-09,0.97
282,jordan.davis.282,Jordan Davis,jordan.davis.282@example.com,IN,45,2021-12-31,0.863
283,jordan.nguyen.283,Jordan Nguyen,jordan.nguyen.283@example.com,UK,40,2013-10-30,0.941
284,sam.davis.284,Sam Davis,sam.davis.284@network.io,IN,47,2010-12-06,0.525
285,alex.davis.285,Alex Davis,alex.davis.285@network.io,BR,27,2012-11-07,0.374
286,casey.davis.286,Casey Davis,casey.davis.286@social.net,BR,65,2011-10-14,0.589
288,sam.patel.288,Sam Patel,sam.patel.288@social.net,DE,19,2022-07-29,0.466
289,casey.smith.289,Casey Smith,casey.smith.289@mail.com,BR,24,2024-03-04,0.719
290,taylor.lee.290,Taylor Lee,taylor.lee.290@social.net,UK,18,2013-12-19,0.379
291,casey.brown.291,Casey Brown,casey.brown.291@mail.com,DE,23,2019-01-26,0.426
293,jordan.patel.293,Jordan Patel,jordan.patel.293@social.net,US,44,2022-01-01,0.898
294,alex.garcia.294,Alex Garcia,alex.garcia.294@mail.com,CA,41,2022-02-20,0.862
295,taylor.davis.295,Taylor Davis,taylor.davis.295@network.io,AU,50,2010-04-10,0.623
296,sam.lee.296,Sam Lee,sam.lee.296@network.io,US,49,2020-06-22,0.36
297,jordan.smith.297,Jordan Smith,jordan.smith.297@social.net,IN,50,2010-10-14,0.704
298,morgan.nguyen.298,Morgan Nguyen,morgan.nguyen.298@example.com,UK,35,2022-09-15,0.343
299,riley.smith.299,Riley Smith,riley.smith.299@example.com,IN,53,2010-10-18,0.408
300,sam.garcia.300,Sam Garcia,sam.garcia.300@example.com,IN,22,2011-07-29,0.586
301,taylor.davis.301,Taylor Davis,taylor.davis.301@mail.com,DE,54,2020-03-05,0.274
302,morgan.lee.302,Morgan Lee,morgan.lee.302@example.com,DE,61,2016-07-09,0.924
303,riley.patel.303,Riley Patel,riley.patel.303@mail.com,CA,24,2019-03-14,0.351
304,taylor.nguyen.304,Taylor Nguyen,taylor.nguyen.304@network.io,BR,52,2021-11-23,0.961
305,casey.davis.305,Casey Davis,casey.davis.305@network.io,DE,30,2021-02-07,0.79
306,casey.smith.306,Casey Smith,casey.smith.306@mail.com,IN,47,2015-06-11,0.878
